zipcode,centile,superzip,rank,city,state,adultpop,households,college,income
2476,14.63831,0,18403,Tucson,AZ,2837,1170,12.16%,45.32011
2632,14.63736,0,18404,Danbury,IA,609,265,8.54%,51.56128
2487,14.63681,0,18405,Finlayson,MN,1403,556,6.84%,54.48377
2144,14.63619,0,18406,Weston,OR,854,353,9.02%,50.7375
2154,14.63589,0,,Frederick,IL,242,93,8.26%,52.03202
2168,14.63546,0,18407,Ellendale,DE,1325,576,8.30%,51.96533
2936,14.63476,0,18408,White Lake,WI,1195,478,10.54%,48.10137
2949,14.63013,0,18409,Jacksonville,TX,15679,6819,12.94%,43.96805
2732,14.62572,0,,Hecla,SD,401,174,10.47%,48.21775
2454,14.62538,0,18410,Shelbyville,MO,842,353,12.23%,45.18281
2627,14.62017,0,18411,Cleveland,TX,18121,7926,6.74%,54.64199
2863,14.61336,0,18412,Coldwater,MS,6698,2865,8.11%,52.29223
2270,14.61033,0,18413,Axton,VA,4354,1893,7.46%,53.39846
2317,14.60865,0,18414,Buffalo,SC,1745,743,7.28%,53.71882
2934,14.60696,0,18415,Graniteville,SC,4437,1981,8.20%,52.11701
2415,14.60544,0,18416,Kaleva,MI,1095,454,8.49%,51.6162
2804,14.60382,0,18417,Bernalillo,NM,4768,2009,10.28%,48.54073
2071,14.6023,0,18418,Lewistown,MO,787,310,9.28%,50.26153
2953,14.60161,0,18419,Delcambre,LA,1720,756,9.24%,50.31383
2096,14.6011,0,,Latty,OH,132,60,3.03%,61.02177
2822,14.60023,0,18420,Jourdanton,TX,3037,1354,8.92%,50.86172
2923,14.59813,0,18421,Flora,IL,4629,1832,10.72%,47.76532
2508,14.59628,0,18422,Hurley,WI,2079,756,12.41%,44.84153
2035,14.59549,0,18423,Billingsley,AL,795,374,4.78%,57.98944
2498,14.59508,0,18424,Agency,IA,710,288,7.46%,53.36185
2023,14.5946,0,18425,Earlsboro,OK,1016,443,10.83%,47.56395
2232,14.59348,0,18426,Somerville,TX,3089,1254,10.49%,48.14322
2202,14.59191,0,18427,Ruffin,NC,2616,1104,7.11%,53.96073
2118,14.59115,0,,Raymond,SD,143,63,13.29%,43.31425
2773,14.58711,0,18428,Lake Placid,FL,14581,5874,11.62%,46.17659
2154,14.56694,0,18429,Corona,NY,58915,21446,11.50%,46.39757
2291,14.54981,0,18430,Gray,LA,3468,1584,10.18%,48.66756
2361,14.54879,0,,Cord,AR,259,120,13.13%,43.58623
2225,14.54869,0,,Allison,TX,115,50,15.65%,39.228
2051,14.54863,0,,Earlville,PA,76,26,0%,66.19725
2655,14.5481,0,18431,Vestaburg,MI,1865,821,9.22%,50.30206
2400,14.54724,0,18432,Hansen,ID,1235,512,12.55%,44.56693
2316,14.54638,0,18433,Steele,AL,1921,849,10.78%,47.61495
2343,14.54539,0,18434,Bull Shoals,AR,1672,649,12.44%,44.74477
2987,14.54472,0,18435,Brookston,TX,769,364,7.67%,52.9578
2964,14.54256,0,18436,Libby,MT,7109,2944,13.35%,43.17172
2478,14.53942,0,18437,Springhill,LA,4332,1772,11.84%,45.766
2796,14.53692,0,18438,Carthage,TN,4747,1995,9.86%,49.18145
2988,14.53526,0,18439,New Galilee,PA,1299,525,8.16%,52.10786
2201,14.5346,0,18440,Bliss,NY,1124,484,7.74%,52.83096
2899,14.53427,0,,Kildare,TX,96,24,10.42%,48.21775
2942,14.53185,0,18441,San Antonio,TX,8703,3744,9.15%,50.40144
2701,14.52881,0,18442,Cameron,WV,2369,954,9.79%,49.28606
2253,14.52778,0,18443,Sabinal,TX,1394,584,13.27%,43.28941
2244,14.52659,0,18444,Arcadia,LA,2952,1192,15.45%,39.53921
2367,14.52562,0,18445,Coleman,OK,590,267,13.90%,42.20802
2491,14.52532,0,18446,Walker,MO,513,240,11.70%,46.00006
2491,14.52489,0,18447,Leavenworth,IN,1023,405,7.53%,53.18401
2187,14.52446,0,18448,High View,WV,557,232,7.00%,54.08757
2738,14.5235,0,18449,Rayland,OH,2964,1265,8.43%,51.61751
2321,14.52248,0,18450,Dow City,IA,746,300,8.71%,51.13631
2671,14.51675,0,18451,Lorain,OH,20127,8564,9.13%,50.41321
2344,14.50884,0,18452,Lubbock,TX,8682,3998,13.84%,42.2904
2621,14.50638,0,,Rufus,OR,292,119,14.04%,41.95173
2947,14.50599,0,18453,Boyd,WI,1126,478,4.97%,57.57624
2227,14.50437,0,18454,Huntington,TX,4751,2206,8.97%,50.69434
2747,14.49825,0,18455,Norfolk,VA,17570,7375,11.19%,46.86177
2893,14.49328,0,18456,Little Rock,AR,529,38,18.15%,34.86977
2066,14.49247,0,18457,Wampum,PA,2431,985,7.36%,53.45207
2760,14.49152,0,18458,Odonnell,TX,1006,444,13.12%,43.5287
2449,14.49122,0,,Milton Center,OH,113,45,7.08%,53.9385
2629,14.49116,0,,Mills,PA,99,41,2.02%,62.65627
2009,14.49107,0,,Eau Claire,PA,228,112,14.04%,41.95173
2315,14.49063,0,18459,Dorchester,SC,1383,642,10.20%,48.56819
2381,14.4865,0,18460,Berwick,PA,13646,5402,10.22%,48.53157
2911,14.48273,0,,Beeler,KS,78,34,8.97%,50.6695
2474,14.48267,0,,Olds,IA,129,65,11.63%,46.0929
2668,14.48254,0,,Crowder,OK,341,158,13.20%,43.38878
2412,14.48207,0,18461,Santa Cruz,NM,1392,576,15.09%,40.13025
2458,14.48094,0,18462,Woodville,AL,2744,1210,9.40%,49.92155
2389,14.47991,0,18463,Dahlgren,IL,1008,448,8.73%,51.07878
2299,14.47929,0,18464,Warner,OK,1245,559,15.74%,38.99394
2966,14.47878,0,18465,Verden,OK,583,251,15.09%,40.10801
2930,14.47838,0,18466,Crossville,IL,905,395,5.86%,56.02674
2492,14.47806,0,,Mc Donald,KS,243,103,12.76%,44.1315
2244,14.47753,0,18467,Colliers,WV,1713,733,8.00%,52.33146
2430,14.4745,0,18468,Bessemer City,NC,9305,4134,7.16%,53.77897
2016,14.47143,0,18469,Oran,MO,1866,816,10.56%,47.91439
2959,14.4706,0,18470,Dawson,TX,1148,475,10.63%,47.79278
2609,14.46522,0,18471,Ceres,CA,18461,8117,6.72%,54.52692
2988,14.45988,0,18472,Petersburg,TX,995,452,12.46%,44.62185
2665,14.45856,0,18473,Chester,WV,3804,1490,10.41%,48.1576
2348,14.45663,0,18474,Sheridan,MI,3243,1154,7.22%,53.65998
2178,14.45563,0,,Palms,MI,397,168,7.05%,53.9385
2852,14.45544,0,,Saint Petersburg,PA,309,136,13.27%,43.22403
2899,14.45516,0,18475,Irondale,OH,703,304,9.25%,50.15561
2511,14.45484,0,,Kilbourne,IL,473,195,6.77%,54.42885
2664,14.45448,0,18476,Valier,MT,836,373,12.56%,44.44271
2308,14.45366,0,18477,Stanton,TX,2131,965,11.64%,46.02229
2197,14.45304,0,,Berlin,ND,143,58,4.20%,58.842
2663,14.4527,0,18478,Ashville,PA,1110,466,8.20%,51.94049
2572,14.45186,0,18479,Jamesville,NC,1924,870,8.47%,51.46583
2440,14.45099,0,18480,Millersburg,MI,1278,523,12.60%,44.35379
2554,14.45047,0,18481,Lagrange,ME,603,267,8.46%,51.48675
2913,14.44568,0,18482,Fort Myers,FL,16839,6464,9.02%,50.5152
2955,14.44044,0,18483,New Berlin,NY,2260,857,12.35%,44.7853
2212,14.43732,0,18484,Lanett,AL,9096,3907,9.65%,49.42336
2209,14.4348,0,,Kalskag,AK,111,49,13.51%,42.76898
2450,14.43439,0,18485,Ansonia,OH,1377,639,4.50%,58.29673
2574,14.43396,0,,Yukon,MO,177,79,11.30%,46.58325
2555,14.43352,0,18486,Bronson,TX,1408,580,12.78%,44.02297
2708,14.42914,0,18487,Florence,AZ,14549,2113,5.97%,55.77176
2031,14.42482,0,18488,Declo,ID,1177,564,10.28%,48.33413
2804,14.42293,0,18489,Carmi,IL,5705,2271,11.88%,45.56986
2232,14.42068,0,18490,Montpelier,ID,2510,1097,11.51%,46.20666
2858,14.4195,0,18491,Lumber Bridge,NC,1785,820,10.48%,47.98238
2773,14.41897,0,,Sidney,IN,120,51,5.83%,55.98228
2690,14.41681,0,18492,Bloomfield,NM,7772,3579,9.88%,49.00492
2721,14.41436,0,18493,Wallace,MI,1159,488,7.68%,52.79435
2169,14.41393,0,,Brantwood,WI,404,159,8.91%,50.6695
2998,14.41343,0,18494,Hector,AR,1415,629,10.53%,47.87385
2851,14.41265,0,18495,Odin,IL,1395,587,7.17%,53.66652
2611,14.40783,0,18496,Palatka,FL,16177,6758,10.67%,47.63195
2694,14.40236,0,18497,Ringgold,VA,3756,1632,6.66%,54.54784
2191,14.40007,0,18498,Luling,TX,4572,1840,12.93%,43.74184
2282,14.39768,0,18499,Ellabell,GA,4138,1806,6.55%,54.72829
2173,14.39487,0,18500,Kalamazoo,MI,6078,2146,16.14%,38.1963
2732,14.39272,0,18501,Indian Mound,TN,1774,803,6.88%,54.15818
2851,14.39089,0,18502,Dequincy,LA,4889,2119,10.68%,47.60841
2982,14.38809,0,18503,Chesapeake,OH,5328,2325,9.93%,48.8977
2828,14.38488,0,18504,Campbell,OH,6357,2645,9.83%,49.05854
2658,14.38116,0,18505,Eight Mile,AL,7195,3236,9.42%,49.76202
2332,14.37884,0,18506,Etna Green,IN,1247,546,6.50%,54.80413
2347,14.37847,0,,Ong,NE,86,38,13.95%,41.95173
2302,14.37712,0,18507,Odenville,AL,4810,2202,7.17%,53.63514
2375,14.37535,0,18508,Holt,FL,1673,675,7.53%,53.01534
2345,14.37436,0,18509,Algodones,NM,1917,707,11.32%,46.48649
2757,14.37329,0,18510,Bethel,NC,1968,793,10.32%,48.21775
2420,14.36788,0,18511,Knoxville,TN,17764,5832,14.46%,41.07172
2547,14.36287,0,,Gary,SD,488,199,12.09%,45.15274
2235,14.36257,0,18512,Bell City,LA,604,314,10.60%,47.7274
2492,14.36106,0,18513,Edinburgh,IN,4895,1999,6.15%,55.38863
2767,14.35961,0,,Bosque,NM,389,162,17.74%,35.41373
2681,14.35939,0,,Levan,UT,423,204,10.40%,48.0543
2401,14.35913,0,18514,Bliss,ID,534,247,13.67%,42.41854
2655,14.35895,0,,Wilder,TN,110,46,0%,65.97496
2025,14.35883,0,,Waltham,MN,326,147,7.36%,53.2847
2382,14.35868,0,,Ottosen,IA,222,94,7.66%,52.77081
2547,14.35853,0,,Dexter City,OH,312,134,7.05%,53.81297
2297,14.35841,0,,Forest Junction,WI,126,61,5.56%,56.39025
2751,14.35828,0,,Malone,TX,357,161,14.57%,40.8625
2367,14.35811,0,,Hazel Hurst,PA,258,106,6.98%,53.9385
2394,14.35782,0,18515,Brashear,TX,768,332,7.29%,53.39323
2349,14.35746,0,18516,Bowling Green,IN,539,247,7.61%,52.84927
2214,14.35707,0,18517,Fosters,AL,911,387,9.77%,49.1213
2915,14.35505,0,18518,Gate City,VA,6445,2728,9.95%,48.81663
2003,14.35261,0,18519,Quanah,TX,2432,1035,13.03%,43.49339
2466,14.35189,0,,Tuscarora,NV,200,37,17.50%,35.79555
2813,14.35151,0,18520,Delano,TN,1160,532,10.43%,47.97454
2999,14.35118,0,,Joseph City,AZ,73,31,6.85%,54.14249
2715,14.35083,0,18521,Weiner,AR,1200,526,11.58%,45.98437
2276,14.34822,0,18522,Hamilton,OH,8297,3462,7.85%,52.42038
2650,14.34547,0,18523,Adena,OH,1723,688,9.29%,49.93724
2041,14.34417,0,18524,Shell Knob,MO,3031,1278,12.87%,43.76406
2106,14.33958,0,18525,Bainbridge,GA,13676,5896,13.70%,42.33617
2927,14.33488,0,18526,Midland City,AL,3461,1549,9.45%,49.6548
2678,14.3334,0,18527,McCleary,WA,1902,769,9.57%,49.44428
2862,14.33252,0,18528,Union Grove,NC,1306,541,8.65%,51.02255
2868,14.3319,0,18529,Whitman,WV,955,410,10.05%,48.60872
2845,14.3316,0,,Benton City,MO,152,69,6.58%,54.5923
2345,14.33154,0,,Ardenvoir,WA,48,23,0%,65.92527
2544,14.33154,0,,Norvell,MI,22,11,0%,65.92527
2639,14.33113,0,18530,Woodstock,AL,1390,608,6.33%,55.01466
2277,14.33069,0,,Burchard,NE,229,94,13.97%,41.8432
2395,14.33023,0,18531,Atkins,VA,1445,604,7.82%,52.44653
2816,14.32786,0,18532,Nashville,TN,7178,2124,21.84%,28.27554
2956,14.32177,0,18533,Cleveland,TN,15004,6180,14.62%,40.73174
2206,14.31747,0,18534,Unity,WI,691,321,6.37%,54.94405
2121,14.31709,0,18535,Prospect,OR,674,296,12.17%,44.94875
2157,14.31581,0,18536,Owingsville,KY,4018,1762,11.87%,45.45479
2044,14.31464,0,,Kirwin,KS,211,87,11.37%,46.31127
2383,14.31436,0,18537,Waucoma,IA,837,346,7.29%,53.35008
2805,14.31392,0,18538,Tippecanoe,IN,752,308,5.32%,56.74069
2472,14.31347,0,18539,Saint Edward,NE,879,351,11.04%,46.88923
2941,14.31176,0,18540,Baldwyn,MS,5359,2417,9.83%,48.95916
2439,14.30926,0,18541,McConnelsville,OH,3744,1541,11.08%,46.80423
2794,14.30803,0,18542,Baskin,LA,756,345,10.19%,48.35374
2923,14.30611,0,18543,Temple,GA,6232,2788,6.95%,53.92412
2419,14.30437,0,,Fremont Center,NY,96,36,10.42%,47.94577
2095,14.30431,0,,Nielsville,MN,111,45,6.31%,55.02773
2168,14.3042,0,,Roy,MT,286,104,14.34%,41.1894
2485,14.30229,0,18544,Kershaw,SC,6674,2545,7.24%,53.422
2721,14.3004,0,,Walshville,IL,234,114,10.26%,48.21775
2534,14.29327,0,18545,Memphis,TN,25753,11753,10.50%,47.79147
2999,14.28407,0,18546,Blackshear,GA,7780,3438,10.78%,47.30766
2270,14.28188,0,,Goldsmith,TX,183,66,2.73%,61.17737
2930,14.28113,0,18547,Roper,NC,2554,1038,10.96%,46.99253
2172,14.28011,0,18548,Finger,TN,1173,530,7.33%,53.24809
2299,14.27947,0,18549,North Troy,VT,1180,491,12.29%,44.70423
2631,14.27895,0,18550,Bristow,IN,700,317,4.14%,58.74001
2178,14.27547,0,18551,Murphy,NC,11985,4991,12.60%,44.1655
2203,14.272,0,18552,Sandersville,MS,639,283,9.86%,48.88593
2576,14.27146,0,18553,Shiloh,GA,1332,602,6.53%,54.61976
2803,14.27096,0,,Garnett,SC,498,220,15.46%,39.228
2228,14.269,0,18554,Bristow,OK,6648,2891,10.54%,47.70125
2905,14.26662,0,18555,Warden,WA,2000,918,8.70%,50.87872
2520,14.26606,0,,Hamlet,NE,38,11,5.26%,56.79953
2007,14.2643,0,18556,Lamar,CO,6392,2844,11.83%,45.48356
2491,14.26054,0,18557,Ridgeland,SC,7301,2614,8.88%,50.57012
2283,14.2584,0,,Grand Tower,IL,494,210,7.49%,52.9578
2840,14.25767,0,18558,Ruffs Dale,PA,2167,911,7.89%,52.26477
2348,14.25695,0,,Poyen,AR,452,212,7.52%,52.89896
2653,14.25656,0,18559,Quincy,OH,978,464,5.62%,56.16796
2358,14.25413,0,18560,Crockett,TX,7860,3241,12.68%,43.99551
2456,14.25182,0,18561,Eckerty,IN,563,234,6.39%,54.83421
2016,14.25088,0,18562,Elsberry,MO,2871,1207,8.53%,51.14677
2050,14.24985,0,18563,Register,GA,879,368,9.44%,49.58027
2639,14.24959,0,,Clifford,VA,80,36,0%,65.84681
2024,14.24954,0,,Bannock,OH,81,38,11.11%,46.69963
2910,14.24931,0,18564,Avoca,WI,794,325,11.34%,46.31127
2618,14.249,0,,Gilbert,PA,338,124,12.43%,44.42833
2569,14.24871,0,18565,Trenary,MI,692,274,14.02%,41.67975
2970,14.24794,0,18566,Webb,AL,2120,908,7.45%,52.9918
2455,14.24669,0,18567,Section,AL,2423,1091,8.34%,51.46714
2519,14.24595,0,,Brunswick,NE,300,136,13%,43.43063
2511,14.24555,0,18568,Hopewell,PA,1161,465,8.61%,50.98594
2341,14.24227,0,18569,Elmira,NY,10787,4369,11.56%,45.90722
2222,14.23925,0,,Leota,MN,197,85,11.17%,46.58325
2780,14.23495,0,18570,Paris,TX,15494,6245,12.89%,43.61631
2050,14.23041,0,18571,Bloomington,WI,1044,463,8.52%,51.13631
2745,14.22984,0,18572,Rhodes,MI,1033,428,5.61%,56.14965
2609,14.22897,0,18573,Duncan,AZ,2148,942,9.50%,49.45474
2273,14.22834,0,,Amalia,NM,128,63,18.75%,33.50725
2260,14.22814,0,18574,Olanta,PA,588,243,6.12%,55.26702
2232,14.22701,0,18575,Lucerne Valley,CA,3515,1332,6.86%,53.99473
2844,14.22595,0,,Langeloth,PA,345,139,8.41%,51.3233
2671,14.22562,0,18576,Howard,KS,877,338,11.63%,45.766
2377,14.22147,0,18577,Boston,MA,14240,5528,14.93%,40.07271
2621,14.2168,0,18578,Quitman,AR,2747,1205,11.61%,45.78823
2452,14.21598,0,,Westport,TN,252,105,1.19%,63.7455
2334,14.21557,0,18579,Coloma,WI,1250,478,8.80%,50.62243
2789,14.21488,0,18580,Alcalde,NM,1242,554,8.53%,51.07878
2626,14.21087,0,18581,Laurel,MS,13368,5980,11.09%,46.66824
2774,14.20292,0,18582,Ogden,UT,15599,6187,11.88%,45.31096
2016,14.19814,0,18583,Hazen,AR,1840,775,9.18%,49.94901
2623,14.1966,0,18584,Woodsfield,OH,3758,1547,10.35%,47.93661
2031,14.1908,0,18585,Odessa,TX,17358,7467,13.04%,43.3064
2372,14.18569,0,18586,Boling,TX,1276,566,7.13%,53.48084
2058,14.18059,0,18587,Eden,NC,17280,7088,9.98%,48.57473
2561,14.1756,0,18588,Davenport,NY,900,388,10.22%,48.14322
2507,14.17532,0,,Wolford,ND,132,57,11.36%,46.17528
2890,14.17527,0,,Killduff,IA,48,21,8.33%,51.39653
2576,14.17482,0,18589,Mascotte,FL,1604,697,7.48%,52.86104
2328,14.17416,0,18590,Eleanor,WV,781,329,8.19%,51.63058
2530,14.17378,0,18591,Guilford,NY,631,256,10.46%,47.7274
2645,14.17342,0,18592,Lester,AL,693,329,5.19%,56.79953
2070,14.1727,0,18593,Dacono,CO,1902,775,5.94%,55.51285
2275,14.17211,0,,North Concord,VT,277,115,12.27%,44.59831
2717,14.17197,0,,Manchester,IL,216,99,10.65%,47.4005
2313,14.17159,0,18594,Griggsville,IL,1167,508,9.60%,49.2076
2954,14.16756,0,18595,Waco,TX,13512,5938,12.80%,43.69476
2886,14.16384,0,,Elbe,WA,49,22,0%,65.74352
2391,14.16302,0,18596,Elkins,AR,2921,1293,10.30%,47.98238
2184,14.1606,0,18597,Dobson,NC,5888,2512,10.04%,48.44266
2173,14.15699,0,18598,Toronto,OH,7274,3066,8.47%,51.14285
2985,14.15493,0,,Shunk,PA,227,86,9.69%,49.035
2010,14.15479,0,,Revere,MO,303,132,9.90%,48.67149
2130,14.15469,0,,New Liberty,KY,47,26,10.64%,47.4005
2447,14.15426,0,18599,Remer,MN,1496,587,12.23%,44.65192
2160,14.14718,0,18600,Victoria,TX,24330,10178,11.88%,45.25473
2886,14.14031,0,18601,Maquon,IL,668,276,8.08%,51.80058
2671,14.1401,0,,Sarles,ND,108,43,11.11%,46.58325
2109,14.13852,0,18602,Strawberry Plains,TN,5652,2520,7.38%,53.01534
2538,14.12368,0,18603,Chicago,IL,48431,19273,7.08%,53.52661
2097,14.11009,0,18604,Conehatta,MS,1076,518,8.74%,50.6695
2225,14.10925,0,18605,Akron,IN,1971,896,5.99%,55.40694
2247,14.10837,0,18606,Mount Nebo,WV,1241,536,9.19%,49.88755
2641,14.10743,0,18607,Greenup,IL,2194,885,9.16%,49.9294
2418,14.10619,0,18608,Ragley,LA,2319,1102,8.11%,51.74566
2916,14.10546,0,,Golva,ND,155,66,9.68%,49.035
2258,14.10546,0,,Draper,SD,186,74,9.68%,49.035
2427,14.10308,0,18609,Windber,PA,8318,3355,11.90%,45.20112
2501,14.10059,0,18610,Sulphur Rock,AR,729,326,8.64%,50.81857
2759,14.10024,0,18611,Diagonal,IA,542,241,14.02%,41.54376
2223,14.10009,0,,Conway,MI,44,19,0%,65.7069
2108,14.10006,0,,Bard,NM,61,16,22.95%,26.152
2405,14.09822,0,18612,Canton,OH,6636,2530,12.85%,43.55093
2248,14.09496,0,18613,Star City,AR,5231,2222,10.17%,48.1746
2176,14.0918,0,18614,Umatilla,FL,6300,2638,10.35%,47.86339
2786,14.08924,0,18615,Wynnewood,OK,3010,1294,11.43%,46.00267
2480,14.08834,0,,Blackburn,MO,279,101,8.24%,51.48675
2285,14.08816,0,,Whitney,PA,356,140,8.43%,51.16639
2735,14.088,0,,Seneca,OR,228,97,14.91%,39.99033
2538,14.08788,0,,Glenfield,ND,210,93,14.76%,40.24924
2696,14.08741,0,18616,Tombstone,AZ,1500,560,12.67%,43.85952
2613,14.08625,0,18617,Riceville,TN,2720,1229,7.94%,52.00195
2830,14.08529,0,18618,Chandlerville,IL,802,329,7.11%,53.43507
2766,14.085,0,,Scottsburg,OR,228,86,15.35%,39.228
2340,14.08477,0,18619,Constableville,NY,620,254,8.71%,50.6695
2085,14.08451,0,,Boxholm,IA,170,66,8.24%,51.48675
2792,14.08451,0,,Syracuse,MO,170,71,8.24%,51.48675
2988,14.08435,0,,Browns,IL,221,100,11.76%,45.40249
2408,14.08356,0,18620,Menahga,MN,2677,1068,10.76%,47.13636
2100,14.07973,0,18621,Pensacola,FL,11253,3379,17.88%,34.86454
2586,14.07624,0,18622,Miller,MO,1456,639,11.68%,45.55417
2885,14.07571,0,,Stony Creek,NY,481,173,10.60%,47.4005
2997,14.07391,0,18623,Jasper,AL,6080,2604,9.67%,49.00492
2200,14.07154,0,18624,Millry,AL,2567,1134,10.36%,47.80978
2788,14.07071,0,,Northport,WA,450,179,17.56%,35.41373
2189,14.06918,0,18625,Douglas,GA,5110,2452,9.00%,50.153
2162,14.06758,0,18626,Reeds,MO,726,318,10.06%,48.33413
2051,14.06728,0,,Chilcoot,CA,346,124,8.38%,51.21477
2265,14.0671,0,,Conchas Dam,NM,331,130,12.08%,44.83237
2846,14.06669,0,18627,Banks,AL,1161,496,13.44%,42.497
2478,14.06528,0,18628,Saint Rose,LA,3969,1740,9.35%,49.53843
2910,14.06398,0,18629,Queen City,MO,752,305,11.70%,45.47964
2284,14.06366,0,,Buffalo Valley,TN,437,204,13.96%,41.58953
2170,14.06008,0,18630,Canton,OH,12583,5237,6.42%,54.57792
2199,14.05641,0,18631,Great Bend,PA,821,335,9.38%,49.48089
2702,14.05596,0,18632,El Paso,AR,803,367,6.10%,55.12711
2259,14.04864,0,18633,Del Rio,TX,25877,11203,14.17%,41.21555
2818,14.03892,0,18634,Albany,NY,9543,3497,17.89%,34.81747
2535,14.03607,0,18635,Daisytown,PA,854,349,9.95%,48.48973
2183,14.03577,0,,Carpenter,SD,215,99,13.02%,43.19787
2415,14.0355,0,18636,Milburn,OK,756,322,14.95%,39.8818
2902,14.03492,0,18637,Savona,NY,1373,600,8.45%,51.07878
2324,14.03267,0,18638,Burton,MI,6811,2919,7.53%,52.65836
2311,14.02967,0,18639,Desert Hot Springs,CA,4142,1466,13.50%,42.38062
2950,14.0246,0,18640,Abilene,TX,14336,6331,11.52%,45.79084
2194,14.01637,0,18641,Spartanburg,SC,15610,5736,10.77%,47.07621
2376,14.0118,0,18642,Geraldine,AL,1045,443,11.20%,46.33873
2929,14.01135,0,18643,Cromwell,MN,599,249,8.68%,50.6695
2479,14.01091,0,18644,Santa Anna,TX,1007,390,11.42%,45.94776
2965,14.0104,0,18645,Lancaster,MO,828,366,12.56%,43.98243
2734,14.01013,0,,Jonancy,KY,181,71,11.05%,46.58325
2482,14.00964,0,18646,Congress,AZ,1599,664,12.95%,43.31425
2421,14.00902,0,18647,Claridge,PA,640,270,12.50%,44.08181
2143,14.00873,0,,Sprott,AL,430,177,9.07%,49.98824
2203,14.00824,0,18648,Greenfield,IL,1337,593,7.93%,51.95356
2604,14.00705,0,18649,Seymour,TX,3017,1209,12.06%,44.82453
2754,14.00298,0,18650,Malone,NY,11809,3051,9.98%,48.42435
2757,13.99958,0,18651,Griffithville,AR,549,248,8.20%,51.48675
2960,13.9983,0,18652,Watonga,OK,4129,1274,13.08%,43.07365
2069,13.99527,0,18653,Hillsboro,TX,6906,2803,12.61%,43.87652
2508,13.99333,0,,Hamilton,CO,144,67,9.72%,48.85324
2147,13.98737,0,18654,Council Bluffs,IA,21574,8847,8.27%,51.35599
2956,13.98136,0,,Creston,NE,361,163,9.14%,49.85225
2238,13.98124,0,,Lairdsville,PA,51,24,3.92%,58.842
2359,13.98006,0,18655,Saint Stephen,SC,4274,1810,11.44%,45.88368
2239,13.97737,0,18656,Ocala,FL,5528,2219,11.45%,45.86407
2012,13.97575,0,,Cooleemee,NC,376,156,7.71%,52.304
2475,13.97515,0,18657,Ridge Spring,SC,1803,755,11.98%,44.94875
2960,13.9742,0,18658,Granite,OK,1638,398,12.45%,44.1315
2490,13.9716,0,18659,Bakersfield,CA,7826,2903,15.31%,39.20708
2522,13.9694,0,,Leflore,OK,197,91,16.24%,37.5935
2159,13.96926,0,,Ford,KS,320,148,10.63%,47.27497
2502,13.96868,0,18660,Branchville,SC,1788,733,8.39%,51.12324
2513,13.9666,0,18661,Water Valley,MS,5780,2525,11.02%,46.58325
2242,13.9646,0,18662,Marsing,ID,1498,700,12.08%,44.7513
2648,13.96387,0,18663,Panama,NY,1149,507,10.97%,46.67347
2004,13.96049,0,18664,Homestead,FL,11179,4888,10.95%,46.70224
2653,13.95656,0,18665,Mosheim,TN,3154,1316,8.62%,50.7035
2539,13.95567,0,,Orlando,FL,33,17,0%,65.56176
2170,13.95567,0,,Birmingham,OH,43,33,0%,65.56176
2322,13.95557,0,,Esmond,ND,305,128,11.80%,45.22073
2461,13.9554,0,,Argyle,MO,319,142,6.27%,54.75575
2133,13.9547,0,18666,Tower City,PA,2230,918,6.41%,54.50469
2684,13.95131,0,18667,Lisbon,OH,10116,3216,8.07%,51.65412
2369,13.94566,0,18668,Ripley,TN,10439,4682,9.32%,49.49135
2046,13.94231,0,18669,Noxapater,MS,1768,757,11.37%,45.96083
2486,13.94174,0,,Yatesboro,PA,305,110,7.54%,52.55506
2552,13.9415,0,18670,Marion Heights,PA,574,206,9.58%,49.035
2594,13.94106,0,18671,Daggett,MI,1028,424,10.31%,47.77709
2720,13.94027,0,18672,Kellyville,OK,1850,838,7.84%,52.03856
2416,13.93721,0,18673,Arverne,NY,9293,3753,13.64%,42.02888
2012,13.93456,0,,Lublin,WI,383,148,7.05%,53.39323
2964,13.93175,0,18674,Boaz,AL,9865,4273,10.92%,46.72578
2687,13.92716,0,18675,Villas,NJ,6836,2727,9.07%,49.90848
2400,13.92511,0,18676,Maynard,MN,618,267,5.50%,56.0542
2434,13.92454,0,18677,Willards,MD,1475,649,6.24%,54.78582
2285,13.92409,0,,Vona,CO,150,62,14%,41.40777
2298,13.92384,0,18678,Athens,LA,742,322,10.24%,47.8817
2291,13.9236,0,,Tunica,LA,155,67,8.39%,51.07878
2265,13.92342,0,,Oakland,AR,489,190,14.31%,40.8625
2216,13.92148,0,18679,Opp,AL,6578,2809,11.89%,45.0442
2256,13.91961,0,,Umpire,AR,234,114,6.41%,54.48377
2970,13.91947,0,,Pine Valley,NY,294,130,12.93%,43.25148
2356,13.91908,0,18680,Dallas,IA,1101,465,5.72%,55.66322
2682,13.91802,0,18681,Mobridge,SD,2789,1135,14.45%,40.61406
2120,13.91674,0,18682,Harpersville,AL,1871,768,9.25%,49.58027
2528,13.91501,0,18683,Reynoldsville,PA,4426,1903,8.99%,50.0157
2227,13.91268,0,18684,Limestone,TN,4061,1690,10.93%,46.66955
2424,13.9113,0,18685,Kiowa,OK,953,414,11.12%,46.34265
2533,13.91067,0,18686,Plantersville,TX,1367,575,9.88%,48.48973
2414,13.90949,0,18687,Maysville,GA,2899,1334,6.69%,53.9738
2529,13.90416,0,18688,Avon Park,FL,16523,6387,11.95%,44.90429
